"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.release_year","Input.exp_release_date","Input.developer","Input.esrb","Input.rating","Input.genres","Input.player_perspective","Input.has_multiplayer","Input.platforms","Input.available_on_steam","Input.has_linux_release","Input.has_mac_release","Answer.feedback","Answer.utterance","Approve","Reject"
"3NBFJK3IOH33LYP51NX9HGHJ53PGOM","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","33LKR6A5KF6PGV245N37SNFQN461TL","A1ELPYAFO7MANS","Approved","Tue Apr 23 11:15:30 PDT 2019","Tue Apr 23 11:18:20 PDT 2019","Wed May 08 11:18:20 PDT 2019","Fri May 03 19:35:22 PDT 2019","","","170","100% (75/75)","100% (75/75)","100% (48/48)","<b>Metroid Prime Pinball</b>","","","","","","Genres: <b>pinball, puzzle</b>","","","","","","","","I know you like pinball and puzzle games. Metroid Prime Pinball is both - have you tried it?"
"3NBFJK3IOH33LYP51NX9HGHJ53PGOM","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","3VHHR074H43F8491LUIP76WMW5O7L9","A1MW021IG07IMF","Approved","Mon Apr 22 23:29:31 PDT 2019","Mon Apr 22 23:30:18 PDT 2019","Tue May 07 23:30:18 PDT 2019","Fri May 03 19:35:22 PDT 2019","","","47","100% (184/184)","100% (184/184)","100% (64/64)","<b>Metroid Prime Pinball</b>","","","","","","Genres: <b>pinball, puzzle</b>","","","","","","","","Since we're on the subject of puzzle pinball games, it got me wondering, have you heard of Metroid Prime Pinball?"
"3XH7ZM9YX2FR31UDF983JU01CDE9RX","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:20 PDT 2019","","","35BLDD71I7J1OJR1ITCELZNNX4ZVZK","A1ELPYAFO7MANS","Approved","Tue Apr 23 11:19:20 PDT 2019","Tue Apr 23 11:21:27 PDT 2019","Wed May 08 11:21:27 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","127","100% (75/75)","100% (75/75)","100% (48/48)","<b>Metroid Prime Pinball</b>","","","Developer: <b>Fuse Games</b>","","","","","","","","","","","Since you're into games developed by Fuse Games, I wonder if you've tried Metroid Prime Pinball yet?"
"3XH7ZM9YX2FR31UDF983JU01CDE9RX","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Thu Apr 25 21:32:20 PDT 2019","","","3VD82FOHKRATQ67UP36SF9SUS8UCO8","A2ITJNPW1LDUN7","Approved","Thu Apr 25 07:51:57 PDT 2019","Thu Apr 25 07:52:14 PDT 2019","Fri May 10 07:52:14 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","17","100% (83/83)","100% (83/83)","100% (82/82)","<b>Metroid Prime Pinball</b>","","","Developer: <b>Fuse Games</b>","","","","","","","","","","","If you like Fuse Games' work, you'd love Metroid Prime Pinball ."
"359AP8GAGG5JJGH1IFKOG3A9HMNC7I","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","3DQQ64TANH7KP4P0LUJ8G34NU42PWR","A1ELPYAFO7MANS","Approved","Mon Apr 22 21:28:28 PDT 2019","Mon Apr 22 21:29:03 PDT 2019","Tue May 07 21:29:03 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","35","100% (75/75)","100% (75/75)","100% (48/48)","<b>Metroid Prime Pinball</b>","","","","","","","","","Platform: <b>Nintendo</b>","","","","","Since you like Nintendo games, I wonder if you've ever played Metroid Prime Pinball?"
"359AP8GAGG5JJGH1IFKOG3A9HMNC7I","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","3F6KKYWMNCNLDDDWOK1QKQA7NALNDC","A1MW021IG07IMF","Approved","Mon Apr 22 23:20:15 PDT 2019","Mon Apr 22 23:20:42 PDT 2019","Tue May 07 23:20:42 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","27","100% (184/184)","100% (184/184)","100% (64/64)","<b>Metroid Prime Pinball</b>","","","","","","","","","Platform: <b>Nintendo</b>","","","","","And speaking of Nintendo games, have you heard of Metroid Prime Pinball?"
"3M7OI89LVY90FG3WZ5FWAPADMB3C6J","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","35L9RVQFCP4FKJ277HW2P6HZNYKUHX","A1MW021IG07IMF","Approved","Mon Apr 22 22:42:48 PDT 2019","Mon Apr 22 22:44:05 PDT 2019","Tue May 07 22:44:05 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","77","100% (184/184)","100% (184/184)","100% (64/64)","<b>Metroid Prime Pinball</b>","","","","ESRB content rating: <b>E (for Everyone)</b>","","","","","","","","","","Speaking of good E rated games, have you ever played Metroid Prime Pinball?"
"3M7OI89LVY90FG3WZ5FWAPADMB3C6J","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","3ZSY5X72NYXXW8WD70WN44RGSUIORH","A1ELPYAFO7MANS","Approved","Tue Apr 23 11:14:28 PDT 2019","Tue Apr 23 11:15:00 PDT 2019","Wed May 08 11:15:00 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","32","100% (75/75)","100% (75/75)","100% (48/48)","<b>Metroid Prime Pinball</b>","","","","ESRB content rating: <b>E (for Everyone)</b>","","","","","","","","","","I know you need games rated E (for Everyone) so your whole family can play; have you tried Metroid Prime Pinball"
"3FHTJGYT8NLL6Y16GNAO6GM9F8LGP3","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","3D4CH1LGEBF30VJTP0JT8AIKVEP9GG","A1MW021IG07IMF","Approved","Mon Apr 22 23:28:26 PDT 2019","Mon Apr 22 23:28:54 PDT 2019","Tue May 07 23:28:54 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","28","100% (184/184)","100% (184/184)","100% (64/64)","<b>Metroid Prime Pinball</b>","","","","","","","","Has multiplayer: <b>yes</b>","","","","","","And speaking of games with multiplayer, have you ever heard of Metroid Prime Pinball?"
"3FHTJGYT8NLL6Y16GNAO6GM9F8LGP3","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","3FUI0JHJPYKGRHIPDCBZY3QPRP833Z","A1ELPYAFO7MANS","Approved","Tue Apr 23 11:21:27 PDT 2019","Tue Apr 23 11:21:51 PDT 2019","Wed May 08 11:21:51 PDT 2019","Fri May 03 19:35:23 PDT 2019","","","24","100% (75/75)","100% (75/75)","100% (48/48)","<b>Metroid Prime Pinball</b>","","","","","","","","Has multiplayer: <b>yes</b>","","","","","","Since you're looking for multiplayer games, have you checked out Metroid Prime Pinball?"
"3TCFMTM8HE9SACAXW6E93GAA29A212","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","35GMH2SV3F38N4R8LUCN5XSXDWREOB","A1MW021IG07IMF","Approved","Mon Apr 22 23:20:42 PDT 2019","Mon Apr 22 23:21:46 PDT 2019","Tue May 07 23:21:46 PDT 2019","Fri May 03 19:35:24 PDT 2019","","","64","100% (184/184)","100% (184/184)","100% (64/64)","<b>The Forest of Doom</b>","","","","","","Genres: <b>role-playing, text adventure</b>","","","","","","","","Since we're on the subject of text adventure RPGs, have you ever played The Forest of Doom?"
"3TCFMTM8HE9SACAXW6E93GAA29A212","3R9DAV8FBHY6ITO5LJRA3TAI12QQLX","Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 2)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.07","Mon Apr 22 21:17:27 PDT 2019","2","BatchId:3617115;OriginalHitTemplateId:920937336;","3600","1296000","Tue Apr 23 21:17:27 PDT 2019","","","3BXQMRHWK0K1CX3IYECFHBPV4JMMUZ","A1ELPYAFO7MANS","Approved","Mon Apr 22 21:37:04 PDT 2019","Mon Apr 22 21:37:39 PDT 2019","Tue May 07 21:37:39 PDT 2019","Fri May 03 19:35:24 PDT 2019","","","35","100% (75/75)","100% (75/75)","100% (48/48)","<b>The Forest of Doom</b>","","","","","","Genres: <b>role-playing, text adventure</b>","","","","","","","","I was wondering if you've tried the text adventure role-playing game The Forest of Doom?"
