"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.release_year","Input.exp_release_date","Input.developer","Input.esrb","Input.rating","Input.genres","Input.player_perspective","Input.has_multiplayer","Input.platforms","Input.available_on_steam","Input.has_linux_release","Input.has_mac_release","Answer.feedback","Answer.utterance","Approve","Reject"
"37VE3DA4YU2X20V7HOA5WWTLD4MHBL","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","37W3JXSD67UEYIH1CHFRTUXZY0DYWK","A2ITJNPW1LDUN7","Approved","Thu Apr 25 11:05:14 PDT 2019","Thu Apr 25 11:05:24 PDT 2019","Fri May 10 11:05:24 PDT 2019","Sun May 05 23:12:44 PDT 2019","","","10","100% (334/334)","100% (334/334)","100% (287/287)","<b>Anthem</b>","","","","","","Genres: <b>action-adventure, role-playing, shooter</b>","Player perspective: <b>third person</b>","","","","","","","Are you talking about the third person Action Adventure Shooter RPG,  Anthem ?"
"37VE3DA4YU2X20V7HOA5WWTLD4MHBL","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","3WR9XG3T64XJAW2GF2J8LPUBCZP74A","A1MW021IG07IMF","Approved","Sun May 05 19:33:54 PDT 2019","Sun May 05 19:34:31 PDT 2019","Mon May 20 19:34:31 PDT 2019","Sun May 05 23:12:44 PDT 2019","","","37","100% (404/404)","100% (404/404)","100% (246/246)","<b>Anthem</b>","","","","","","Genres: <b>action-adventure, role-playing, shooter</b>","Player perspective: <b>third person</b>","","","","","","","Is the Anthem you're talking about the third person action-adventure shooter RPG?"
"37OPIVELUUOSJQQFBAA91L9FVM1HAQ","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 05 00:56:58 PDT 2019","","","339ANSOTR6O1DI8FJLALJV9GLAMIKI","A2ITJNPW1LDUN7","Approved","Thu Apr 25 12:09:48 PDT 2019","Thu Apr 25 12:10:31 PDT 2019","Fri May 10 12:10:31 PDT 2019","Sun May 05 23:12:44 PDT 2019","","","43","100% (334/334)","100% (334/334)","100% (287/287)","<b>Anthem</b>","","Expected release date: <b>February 22, 2020</b>","","","","","","Has multiplayer: <b>yes</b>","","","","","This is a nice hit, but like, are the years picked from the future by default? A lot of these games already came out but get 2019 or 2020 listed as their release dates","Do you mean Anthem the multiplayer game launching Feb 22nd, 2020?"
"37OPIVELUUOSJQQFBAA91L9FVM1HAQ","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Sun May 05 00:56:58 PDT 2019","","","3GNCZX450J9NIRMXKPNGYE7W43APAT","A1MW021IG07IMF","Approved","Sun May 05 00:38:59 PDT 2019","Sun May 05 00:39:58 PDT 2019","Mon May 20 00:39:58 PDT 2019","Sun May 05 23:12:45 PDT 2019","","","59","100% (404/404)","100% (404/404)","100% (246/246)","<b>Anthem</b>","","Expected release date: <b>February 22, 2020</b>","","","","","","Has multiplayer: <b>yes</b>","","","","","","When you mention Anthem, are you referring to the multiplayer game that's supposed to come out on February 22, 2020?"
"385MDVINFC0LH9O80F9MVNML0X8JW8","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","3R2PKQ87NXUW368I4XN1Y81KC7UIMM","A1MW021IG07IMF","Approved","Sun May 05 21:16:20 PDT 2019","Sun May 05 21:16:49 PDT 2019","Mon May 20 21:16:49 PDT 2019","Sun May 05 23:12:45 PDT 2019","","","29","100% (404/404)","100% (404/404)","100% (246/246)","<b>Anthem</b>","","","Developer: <b>BioWare</b>","","","","","","Platform: <b>PlayStation</b>","","","","","Is the Anthem you're talking about the one developed by BioWare for the PlayStation?"
"385MDVINFC0LH9O80F9MVNML0X8JW8","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","3RKNTXVS3NK1TY0EM5VSVGW1BGRA4G","A2ITJNPW1LDUN7","Approved","Thu Apr 25 12:08:53 PDT 2019","Thu Apr 25 12:09:01 PDT 2019","Fri May 10 12:09:01 PDT 2019","Sun May 05 23:12:45 PDT 2019","","","8","100% (334/334)","100% (334/334)","100% (287/287)","<b>Anthem</b>","","","Developer: <b>BioWare</b>","","","","","","Platform: <b>PlayStation</b>","","","","","Do you mean the  Anthem from Bioware on PlayStation?"
"3EN4YVUOUCD069TYAK58X60S9ZEJX1","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","33PPUNGG39R9VCAK9974K2YKE72ZRV","A1MW021IG07IMF","Approved","Sun May 05 22:12:19 PDT 2019","Sun May 05 22:12:45 PDT 2019","Mon May 20 22:12:45 PDT 2019","Sun May 05 23:12:45 PDT 2019","","","26","100% (404/404)","100% (404/404)","100% (246/246)","<b>Anthem</b>","","","","","","Genres: <b>action-adventure, role-playing, shooter</b>","","Has multiplayer: <b>yes</b>","","","","","","Is the Anthem you're talking about the one that's a multiplayer action-adventure shooter RPG?"
"3EN4YVUOUCD069TYAK58X60S9ZEJX1","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","3JZQSN0I3RWC15A6SMJLI64VY1DGFM","A2ITJNPW1LDUN7","Approved","Thu Apr 25 12:07:11 PDT 2019","Thu Apr 25 12:07:21 PDT 2019","Fri May 10 12:07:21 PDT 2019","Sun May 05 23:12:45 PDT 2019","","","10","100% (334/334)","100% (334/334)","100% (287/287)","<b>Anthem</b>","","","","","","Genres: <b>action-adventure, role-playing, shooter</b>","","Has multiplayer: <b>yes</b>","","","","","","Are you talking about Anthem  the multiplayer action adventure shooter RPG/"
"334ZEL5JX606B3YWWNRQ6U0MTEMOSH","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","3ERET4BTVNV82HFCFR4862AD4B39KE","A1MW021IG07IMF","Approved","Sun May 05 19:48:58 PDT 2019","Sun May 05 19:57:39 PDT 2019","Mon May 20 19:57:39 PDT 2019","Sun May 05 23:12:45 PDT 2019","","","521","100% (404/404)","100% (404/404)","100% (246/246)","<b>Anthem</b>","","","","","","","","Has multiplayer: <b>yes</b>","Platform: <b>PlayStation</b>","","","","","By Anthem, do you mean the one with multiplayer that got released for the PlayStation?"
"334ZEL5JX606B3YWWNRQ6U0MTEMOSH","3NN44GVSBIJT5CKVWCJ0E21WYJVFGM","Write a conversational response about a video game based on its given attributes and context (type: confirm; attributes: 3)","Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative","$0.08","Tue Apr 23 00:56:54 PDT 2019","2","BatchId:3617189;OriginalHitTemplateId:920937336;","3600","1296000","Mon May 06 08:47:42 PDT 2019","","","3IO1LGZLKAJ1PXBD8V4TWNAKHJI68E","A2ITJNPW1LDUN7","Approved","Thu Apr 25 11:04:48 PDT 2019","Thu Apr 25 11:05:14 PDT 2019","Fri May 10 11:05:14 PDT 2019","Sun May 05 23:12:45 PDT 2019","","","26","100% (334/334)","100% (334/334)","100% (287/287)","<b>Anthem</b>","","","","","","","","Has multiplayer: <b>yes</b>","Platform: <b>PlayStation</b>","","","","","Do you mean the mulitplayer game on PlayStaiton, Anthem?"
