"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.attribute","Answer.feedback","Answer.utterance1","Answer.utterance2","Answer.utterance3","Answer.utterance4","Answer.utterance5","Approve","Reject"
"3MXX6RQ9EVQ5UI8MLM8NXRP6Q8XP4L","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:24 PDT 2019","","","386CSBG1O087V1B9UPLTIEVKCY06Q4","AGRKG3YT3KMD8","Submitted","Fri Apr 26 12:42:01 PDT 2019","Fri Apr 26 12:43:42 PDT 2019","Sat May 11 12:43:42 PDT 2019","","","","101","100% (22/22)","100% (22/22)","0% (0/0)","Release year","","Which year do you think had the best games?","What is your favorite year that games came out?","In your opinion, the best games were released in what year?","Which year do you think was the best for games?","In which year do you think a lot of good games were released?"
"3MXX6RQ9EVQ5UI8MLM8NXRP6Q8XP4L","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:24 PDT 2019","","","3COPXFW7XCYTU4VJWG05SSAS8CLPKI","A2EED3HLTA96CP","Submitted","Mon Apr 29 12:03:55 PDT 2019","Mon Apr 29 12:06:49 PDT 2019","Tue May 14 12:06:49 PDT 2019","","","","174","100% (25/25)","100% (25/25)","0% (0/0)","Release year","","Do you have a favorite release year for video games?","Is there a year before which you will not play a game?","Do you check the release year before playing a game?","Is a game's release year important to you?","How important is a game's release year to its quality?"
"3MXX6RQ9EVQ5UI8MLM8NXRP6Q8XP4L","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:24 PDT 2019","","","3JCG6DTRV4C05JUT9YZROJCBCV1QQ2","A2ITJNPW1LDUN7","Submitted","Fri Apr 26 06:02:08 PDT 2019","Fri Apr 26 06:03:01 PDT 2019","Sat May 11 06:03:01 PDT 2019","","","","53","100% (47/47)","100% (47/47)","100% (46/46)","Release year","","Do you discriminate games by release year at all?","Does release year matter to you?","Do you have a preference for games based on their release year?","What would you say was the best release year for videogames in general?","Do you enjoy games with an old release year?"
"3PR3LXCWSFKB0XGPO8EV8CMPEZKX9D","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:25 PDT 2019","","","3DEL4X4EL77TNIMRMMBDVDB68RGYXP","A17TKHT8FEVH0R","Submitted","Mon Apr 29 13:28:01 PDT 2019","Mon Apr 29 13:48:42 PDT 2019","Tue May 14 13:48:42 PDT 2019","","","","1241","100% (3/3)","100% (3/3)","0% (0/0)","Developer","","Who are your favorite video game developers?","Who's your favorite video game developer?","Who are some of your favorite video game developers?","Which video game developer is your favorite?","Is there a specific video game developer you prefer?"
"3PR3LXCWSFKB0XGPO8EV8CMPEZKX9D","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:25 PDT 2019","","","3DPNQGW4LM106WOBWSEGFBUFG38464","A2ITJNPW1LDUN7","Submitted","Fri Apr 26 06:04:37 PDT 2019","Fri Apr 26 06:05:49 PDT 2019","Sat May 11 06:05:49 PDT 2019","","","","72","100% (47/47)","100% (47/47)","100% (46/46)","Developer","","Who is your favorite game developer?","Are there any game developers you dislike?","Why do you like that developer vs others?","Do you care which developer makes the games you play?","Why does the game developer matter to you?"
"3PR3LXCWSFKB0XGPO8EV8CMPEZKX9D","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:25 PDT 2019","","","3QL2OFSM974B8L7IOO6F0KSP39MCND","AGRKG3YT3KMD8","Submitted","Fri Apr 26 12:30:05 PDT 2019","Fri Apr 26 12:31:21 PDT 2019","Sat May 11 12:31:21 PDT 2019","","","","76","100% (22/22)","100% (22/22)","0% (0/0)","Developer","","Is there a particular developer that you prefer?","Which developer is your favorite?","Would you say you prefer a certain developer?","Which games developer do you think is the best?","What developer is top notch, in your mind?"
"33K3E8REWWGBMSXFJG8H8GREUT2X8O","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:25 PDT 2019","","","3A0EX8ZRN9AMAFJQHQJV6GKEP8QYBI","AGRKG3YT3KMD8","Submitted","Fri Apr 26 12:34:43 PDT 2019","Fri Apr 26 12:35:57 PDT 2019","Sat May 11 12:35:57 PDT 2019","","","","74","100% (22/22)","100% (22/22)","0% (0/0)","ESRB content rating","","Do you prefer a game that is rated?","Do you play games only if they have an ESRB rating?","Is an ESRB rating an important thing to you?","Do you require that your games have an ESRB rating?","Is an ESRB rating important to you?"
"33K3E8REWWGBMSXFJG8H8GREUT2X8O","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:25 PDT 2019","","","3FIJLY1B6VQIEI35V598CFIN0X6FP6","A2ITJNPW1LDUN7","Submitted","Fri Apr 26 05:59:40 PDT 2019","Fri Apr 26 06:00:59 PDT 2019","Sat May 11 06:00:59 PDT 2019","","","","79","100% (47/47)","100% (47/47)","100% (46/46)","ESRB content rating","","What ESRB content rating do you prefer?","Is ESRB content rating important to you?","Why does ESRB content rating matter to you?","What ESRB content ratings do you dislike?","What is your least favorite ESRB content rating?"
"33K3E8REWWGBMSXFJG8H8GREUT2X8O","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:25 PDT 2019","","","3Z3ZLGNNSJG8YIORBNNVBBJ02ML3QC","A2EED3HLTA96CP","Submitted","Mon Apr 29 12:00:29 PDT 2019","Mon Apr 29 12:03:55 PDT 2019","Tue May 14 12:03:55 PDT 2019","","","","206","100% (25/25)","100% (25/25)","0% (0/0)","ESRB content rating","","Does the ESRB content rating for a game influence your opinion of it?","Do you generally look at the ESRB content rating of a game before playing it?","Do you have a favorite  ESRB content rating?","Are there any ESRB content ratings which mean you would not try a game?","Do you always check the  ESRB content rating of a game before playing it?"
"33W1NHWFYH6JP7PINW7XWX3CG6LZTC","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:26 PDT 2019","","","3KIBXJ1WD6GB94JIHGNQ3S52YORKOW","A2ITJNPW1LDUN7","Submitted","Fri Apr 26 06:00:59 PDT 2019","Fri Apr 26 06:02:07 PDT 2019","Sat May 11 06:02:07 PDT 2019","","","","68","100% (47/47)","100% (47/47)","100% (46/46)","Genres","","What is your favorite genre of videogame?","Do you have any genres you dislike?","Why do you like the genre of videogames that you do?","Are there any genres you refuse to play?","Would you be willing to give a genre of videogame you dislike a try?"
"33W1NHWFYH6JP7PINW7XWX3CG6LZTC","307S2DJ7I0B156DK3DC5TEMZZE11AX","Write 5 questions about a video game attribute preference","Produce casual conversational questions prompting for a video game-related preference based on the given attribute","dialog, video game, attribute, writing, entertainment, chat, conversation, creative","$0.35","Thu Apr 25 21:01:40 PDT 2019","3","BatchId:3621289;OriginalHitTemplateId:920937336;","3600","1296000","Mon Apr 29 21:05:26 PDT 2019","","","3SPJ033422PSSYH25IWC443RXDYYJ2","AGRKG3YT3KMD8","Submitted","Fri Apr 26 12:26:53 PDT 2019","Fri Apr 26 12:29:52 PDT 2019","Sat May 11 12:29:52 PDT 2019","","","","179","100% (22/22)","100% (22/22)","0% (0/0)","Genres","","What would you say is the favorite genre of video game, to you?","What video game genre is the best in your opinion?","What genre is your favorite to play?","Which genre do you believe is your favorite?","What genre of game is your preference?"
