mr,ref
"name[Blue Spice], __emph__[], eattype[coffee shop], __emph__[], area[city centre]",A coffee shop in the city centre area called Blue Spice.
"name[Blue Spice], __emph__[], eattype[coffee shop], area[riverside]",There is a coffee shop Blue Spice in the riverside area.
"name[Blue Spice], __emph__[], eattype[coffee shop], __emph__[], area[riverside]","At the riverside, there is a coffee shop called The Blue Spice."
"name[Blue Spice], __emph__[], eattype[coffee shop], customerrating[5 out of 5], near[Crowne Plaza Hotel]",The coffee shop Blue Spice is based near Crowne Plaza Hotel and has a high customer rating of 5 out of 5.
"name[Blue Spice], __emph__[], eattype[coffee shop], __emph__[], customerrating[5 out of 5], near[Crowne Plaza Hotel]",If you want a coffee shop rated 5 out of 5 pick Blue Spice. It is located near Crowne Plaza Hotel.
"name[Blue Spice], __emph__[], eattype[coffee shop], customerrating[average], __emph__[], near[Burger King]",Burger King is near the coffee shop Blue Spice which has an average customer rating.
"name[Blue Spice], __emph__[], eattype[coffee shop], __emph__[], customerrating[average], near[Burger King]",Average customer rating coffee shop include Blue Spice near Burger King.
"name[Blue Spice], __emph__[], eattype[coffee shop], customerrating[average], __emph__[], near[Burger King]",Located near Burger King is a coffee shop named Blue Spice that has an average customer rating.
"name[Blue Spice], __emph__[], eattype[coffee shop], customerrating[average], __emph__[], near[Burger King]",Near Burger King is a coffee shop called Blue Spice which has an average customer rating.
"name[Blue Spice], eattype[coffee shop], customerrating[average], __emph__[], near[Burger King]",Near Burger King is the Blue Spice coffee shop.  It has average customer ratings.
"name[Blue Spice], __emph__[], eattype[coffee shop], __emph__[], customerrating[average], __emph__[], near[Crowne Plaza Hotel]",Crowne Plaza Hotel has a coffee shop nearby with an average customer rating called Blue Spice.
"name[Blue Spice], __emph__[], eattype[pub], __emph__[], area[city centre]",A pub in the city centre area called Blue Spice.
"name[Blue Spice], __emph__[], eattype[pub], area[riverside]",There is a pub Blue Spice in the riverside area.
"name[Blue Spice], __emph__[], eattype[pub], __emph__[], area[riverside]","At the riverside, there is a pub called The Blue Spice."
